Movie Name,Address,Rating,Year,Date,Closed Captioning,Zip,Park Name
Fireproof ,"Beverly Park Fieldhouse, 2460, West 102nd Street, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",PG,2014,2014-07-16,Y,60655,Beverly Park
The Goonies,"2312, West Palmer Street, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG,2014,2014-08-28,Y,60647,Holstein Park
Despicable Me 2,"1119, West Cullerton Street, Pilsen, Lower West Side, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",PG,2014,2014-06-20,Y,60608,Dvorak Park
Cloudy With a Chance of Meatballs 2,"7600-7612, North Bosworth Avenue, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",PG,2014,2014-08-27,Y,60626,White (Willye B.) Park
Despicable Me 2,"Skinner North Classical School, 640, West Scott Street, River North, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60610, United States",PG,2014,2014-08-15,Y,60610,Stanton Park
@home,"Austin Town Hall, 5610, West Lake Street, Austin, Chicago, West Chicago Township, Cook County, Illinois, 60644, United States",NR,2014,2014-05-29,N,60644,Austin Town Hall Park
Despicable Me 2,"Cragin Park Fieldhouse, 2611, North Lockwood Avenue, Beat 2514, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",PG,2014,2014-08-01,Y,60639,Cragin Park
The Nut Job,"5215, West 64th Street, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",PG,2014,2014-08-12,Y,60638,Lawler Park
The Hunger Games: Catching Fire,"West Bloomingdale Avenue, Beat 2531, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",PG-13,2014,2014-07-25,Y,60639,Galewood Park
Patang,"2543, West Irving Park Road, North Center, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",NR,2014,2014-06-22,N,60618,Revere Park
@home,"Home Run Inn Pizzeria, 4254, West 31st Street, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",NR,2014,2014-06-04,N,60623,Piotrowski Park
High Anxiety,"Columbus Dr & Randolph St, East Randolph Drive, New East Side, Loop, Chicago, South Chicago Township, Cook County, Illinois, 60603, United States",PG,2014,2014-06-23,N,60602,Grant Park
Cloudy with a Chance of Meatballs 2,"West Lawn Park Fieldhouse, 4233, West 65th Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2014,2014-06-26,Y,60629,West Lawn Park
The Wizard of Oz,"North Larrabee Street, Mid-North District, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",PG,2014,2014-08-23,Y,60614,Oz Park
A League of Their Own,"6528, North Hiawatha Avenue, Edgebrook, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",PG,2014,2014-06-07,N,60646,Edgebrook Park
Willy Wonka & the Chocolate Factory,"Armour Square Park Field House, 3309, South Shields Avenue, Armour Square, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",G,2014,2014-06-28,Y,60616,Armour Square Park
The Wizard of Oz,"Ravenswood Manor Child Care, 2758, West Montrose Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2014,2014-08-30,Y,60618,Horner Park
Ghostbusters,"West Wrightwood Avenue, Wrightwood Neighbors, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",PG,2014,2014-07-20,Y,60614,Jonquil Playlot Park
The Muppet Movie,"South Cottage Grove Avenue, Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",G,2014,2014-08-28,Y,60653,Mandrake Park
The Lego Movie,"River North, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60661, United States",PG,2014,2014-08-26,Y,60606,"Ward, A. Montgomery Park"
Gravity,"West 83rd Street, South Englewood, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",PG-13,2014,2014-07-10,N,60620,O'Hallaren Park
The Perfect Game,"Ceramics Building, 3546, West Addison Street, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2014,2014-07-25,N,60618,Athletic Field Park
Monster University,"West Lawrence Avenue, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-06-12,N,60630,Jefferson Memorial Park
Newsies,"Ceramics Building, 3546, West Addison Street, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2014,2014-06-27,N,60618,Athletic Field Park
The Goonies,"2520, North Greenview Avenue, West DePaul, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",PG,2014,2014-08-08,Y,60614,Wrightwood Park
42,"Ada Park Fieldhouse, 11250, South Ada Street, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",PG-13,2014,2014-08-02,Y,60643,Ada Park
Monster University,"4105, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",G,2014,2014-06-25,N,60641,Portage Park
Patang,"East Midway Plaisance, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",NR,2014,2014-06-15,N,60637,Midway Plaisance Park
The Hunger Games: Catching Fire,"4311, West 15th Street, North Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",PG-13,2014,2014-08-08,Y,60623,Franklin Park
The Help,"Hamilton Park Fieldhouse, 513, West 72nd Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",PG-13,2014,2014-08-24,Y,60621,Hamilton Park
The Nut Job,"Can't Believe It's Not Meat, 1368 1/2, East 53rd Street, East Hyde Park, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",PG,2014,2014-08-20,Y,60615,Nichols Park
The Nut Job,"West Thorndale Avenue, Sauganash, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",PG,2014,2014-08-02,Y,60646,Sauganash Park
Chicago ,"River North, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60661, United States",PG-13,2014,2014-07-15,Y,60606,"Ward, A. Montgomery Park"
Annie,"7327, North Rogers Avenue, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",NR,2014,2014-07-23,N,60626,Pottawattomie Park
ET,"4105, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-07-30,N,60641,Portage Park
Lee Daniels' The Butler,"8035, South Damen Avenue, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",PG-13,2014,2014-08-01,Y,60620,Dawes Park
Mr. Peabody & Sherman,"West Wrightwood Avenue, Wrightwood Neighbors, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",PG,2014,2014-08-02,Y,60614,Jonquil Playlot Park
The Smurfs 2,"Whitney M. Young Magnet High School, 211, South Laflin Street, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States",PG,2014,2014-07-16,Y,60607,Skinner Park
Back to the Future,"800, South Loomis Street, Roosevelt Square, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States",PG,2014,2014-08-21,Y,60607,Arrigo Park
Latino Film Festival Selection,"9801, South Avenue G, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",NR,2014,2014-07-16,N,60617,Calumet Park
"It's a Mad, Mad, Mad, Mad World","West 55th Street, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",G,2014,2014-06-09,N,60629,Gage Park
Turbo,"4352, West 79th Street, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",PG,2014,2014-07-24,Y,60652,Rainey Park
Big Fish,"3113, South Rhodes Avenue, Lake Meadows, Douglas, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG-13,2014,2014-08-04,Y,60616,Lake Meadows Park
Life of Pi,"South Kedzie Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2014,2014-07-27,Y,60629,Marquette Park
The Wizard of Oz,"Home Run Inn Pizzeria, 4254, West 31st Street, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",PG,2014,2014-08-17,Y,60623,Piotrowski Park
Free Birds,"6924, North Hiawatha Avenue, North Edgebrook, Forest Glen, Chicago, Jefferson Township, Cook County, Illinois, 60646, United States",PG,2014,2014-07-10,Y,60646,Wildwood Park
Star Trek: Into Darkness,"1813, West Granville Avenue, Winchester-Hood Garden Homes, West Ridge, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",PG-13,2014,2014-08-26,Y,60660,Emmerson Park
The Hunger Games: Catching Fire,"360, East 90th Place, Chesterfield, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2014,2014-07-20,Y,60619,Tuley Park
The Lego Movie,"West 102nd Place, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",PG,2014,2014-08-14,Y,60643,Graver Park
Despicable Me 2,"354, East 85th Street, Garden Homes, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG,2014,2014-07-07,Y,60619,Nat King Cole Park
42,"10527, South Morgan Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60643, United States",PG-13,2014,2014-07-17,Y,60643,Jackie Robinson Park
42,"1133, East 83rd Street, Pierces Park, Avalon Park, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2014,2014-07-25,Y,60619,Avalon Park
Gravity,"7400, North Washtenaw Avenue, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",PG-13,2014,2014-06-25,Y,60645,Rogers Park
Ghostbusters,"Glessner Center, 130, South Jefferson Street, West Loop Gate, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60661, United States",PG,2014,2014-08-05,Y,60606,Heritage Green Park
True Grit,"Lincoln Park - Grove 8, North Cannon Drive, Park West, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",NR,2014,2014-08-11,Y,60614,Lincoln Park
The Amazing Spider-Man,"5817, South Wood Street, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",PG-13,2014,2014-07-08,Y,60636,Hermitage Park
Man of Steel,"East 130th Street, Golden Gate, Riverdale, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",PG-13,2014,2014-08-22,Y,60627,Golden Gate Park
The Croods,"1403, South Indiana Avenue, Central Station, South Loop, Near South Side, Chicago, South Chicago Township, Cook County, Illinois, 60605, United States",PG,2014,2014-07-29,Y,60605,Daniel Webster Park
@home,"6200, North Sheridan Road, Edgewater Beach, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",NR,2014,2014-06-03,N,60660,Berger Park Cultural Center
Beasts of the Southern Wild,"McCutcheon Elementary School, 4865, North Sheridan Road, Margate Park, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",PG-13,2014,2014-06-24,Y,60640,Buttercup Playlot Park
The Nut Job,"Fritz Pollard House, 1928, West Lunt Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",PG,2014,2014-08-19,Y,60626,Paschen Park
Claudine,"Gate House, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",PG,2014,2014-08-13,Y,60649,South Shore Cultural Center
@home,"West 123rd Street, Stewart Ridge, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60827, United States",NR,2014,2014-06-02,N,60628,West Pullman Park
Life of Pi,"West 123rd Street, Stewart Ridge, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60827, United States",PG,2014,2014-07-06,Y,60628,West Pullman Park
The Help,"Austin Town Hall, 5610, West Lake Street, Austin, Chicago, West Chicago Township, Cook County, Illinois, 60644, United States",PG-13,2014,2014-07-27,Y,60644,Austin Town Hall Park
Cloudy with a Chance of Meatballs 2,"4263, West Foster Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-07-08,Y,60630,Gompers Park
Michael Jackson's This is It,"Harrison & Central Terminal, South Jensen Boulevard, Austin, Chicago, West Chicago Township, Cook County, Illinois, 60644, United States",PG,2014,2014-06-27,Y,60644,Columbus Park
Gypsy,"Lakefront Trail, Edgewater Beach, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",NR,2014,2014-06-27,N,60660,Kathy Osterman Beach
42,"South Eggleston Avenue, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60620, United States",PG-13,2014,2014-06-18,Y,60620,Robichaux Park
The Goonies,"1319, West Chicago Avenue, Noble Square, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60642, United States",PG,2014,2014-08-10,Y,60642,Eckhart Park
Gremlins,"3403-3409, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",PG,2014,2014-06-14,N,60641,Chopin Park
The Lego Movie,"4513, West Sunnyside Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-08-23,N,60630,Mayfair Park
Mandela: Long Walk to Freedom,"1329, East 50th Street, Indian Village, Kenwood, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",PG-13,2014,2014-06-26,Y,60615,Kenwood Community Park
Instructions Not Included,"Blackhawk Park Fieldhouse, 2318, North Lavergne Avenue, Beat 2522, Belmont Cragin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",PG-13,2014,2014-08-19,Y,60639,Blackhawk Park
Stomp the Yard,"Moore Park Fieldhouse, 5085, West Adams Street, Mandell, Austin, Chicago, West Chicago Township, Cook County, Illinois, 60644, United States",PG-13,2014,2014-08-21,Y,60644,Moore Park
The Muppet Movie,"7321-7331, North Paulina Street, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",G,2014,2014-07-30,N,60626,Touhy Park
Back to the Future,"3311, West Thorndale Avenue, North Park, Chicago, Jefferson Township, Cook County, Illinois, 60659, United States",PG,2014,2014-06-21,Y,60659,Hollywood Park
The Hunger Games: Catching Fire,"East Pearson Street, Magnificent Mile, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60611, United States",PG-13,2014,2014-08-26,Y,60611,Lake Shore Park
Avengers,"Independence Park Fieldhouse, 3945, North Springfield Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG-13,2014,2014-07-11,N,60618,Independence Park
Despicable Me 2,"4417, South Marshfield Avenue, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",PG,2014,2014-07-31,Y,60609,Davis Square Park
Ghostbusters,"Bath House, 2526, West Grand Avenue, Smith Park, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60612, United States",PG,2014,2014-07-22,Y,60612,Smith Park
Dr. Strangelove,"Wicker Park Fieldhouse, 1425, North Damen Avenue, Wicker Park, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60622, United States",PG,2014,2014-06-26,Y,60622,Wicker Park
Gremlins,"Normandy Park Fieldhouse, 6640, West 52nd Street, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",PG,2014,2014-07-10,Y,60638,Normandy Playground Park
The Smurfs 2,"Bell Park Fieldhouse, 3005, North Newcastle Avenue, Beat 2511, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",PG,2014,2014-06-19,Y,60634,Bell Park
Ghostbusters,"4645, North Melvina Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-07-11,Y,60630,Dunham Park
The Lego Movie,"Sayre Park Weightlifting Club, 6871, West Belden Avenue, Beat 2512, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60707, United States",PG,2014,2014-06-28,Y,60635,Rutherford Sayre Park
Roll Bounce,"4433, South Lake Park Avenue, North Kenwood, Kenwood, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",PG-13,2014,2014-07-26,Y,60653,Kennicott Park
Delivery Man,"4645, North Melvina Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG-13,2014,2014-06-13,N,60630,Dunham Park
Captain Phillips,"River North, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60661, United States",PG-13,2014,2014-07-19,Y,60606,"Ward, A. Montgomery Park"
Drumline,"512-516, South Washtenaw Avenue, East Garfield Park, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",PG-13,2014,2014-07-25,Y,60612,Altgeld Park
Happy Feet,"East Pearson Street, Magnificent Mile, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60611, United States",PG,2014,2014-06-24,Y,60611,Lake Shore Park
Lee Daniels' The Butler,"Green Garden Cafe, 3517, West Arthington Street, Homan Square, North Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60624, United States",PG-13,2014,2014-06-22,Y,60624,Homan Square Park
Mandela: Long Walk to Freedom,"1246-1262, South Racine Avenue, Little Italy, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",PG-13,2014,2014-07-18,Y,60608,Fosco Park
The Wiz ,"Woodhull Park Fieldhouse, 7300, South East End Avenue, Bryn Mawr West, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",G,2014,2014-07-02,N,60649,Woodhull Playground Park
Cloudy with a Chance of Meatballs 2,"Haas Park Fieldhouse, 2402, North Washtenaw Avenue, Maplewood, Logan Square, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG,2014,2014-06-27,Y,60647,Haas Park
Mr. Peabody & Sherman,"5633, South Saint Louis Avenue, Gage Park, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2014,2014-08-03,Y,60629,Senka Park
Buck and the Preacher,"9801, South Avenue G, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",PG,2014,2014-07-21,Y,60617,Calumet Park
42,"5710, South Racine Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",PG-13,2014,2014-07-02,Y,60621,Moran Playground Park
The Hunger Games: Catching Fire,"Home Run Inn Pizzeria, 4254, West 31st Street, South Lawndale, Chicago, West Chicago Township, Cook County, Illinois, 60623, United States",PG-13,2014,2014-08-06,Y,60623,Piotrowski Park
Lee Daniels' The Butler,"223, East 31st Street, Douglas, Chicago, South Chicago Township, Cook County, Illinois, 60616, United States",PG-13,2014,2014-06-19,Y,60616,Dunbar Park
Captain Phillips,"1219-1231, West Greenleaf Avenue, Glenwood Arts District, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",PG-13,2014,2014-07-19,Y,60626,Loyola Park
Frozen,"4105, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-07-09,N,60641,Portage Park
The Benchwarmers,"Luis Muñoz Marín Drive, East Humboldt Park, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG-13,2014,2014-08-22,Y,60622,Humboldt Park
Free Birds,"5744, North Natoma Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60631, United States",PG,2014,2014-08-15,N,60631,Norwood Park
Happy Feet,"Hayes Park Fieldhouse, 2936, West 85th Street, Mitchells Subdivision, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",PG,2014,2014-07-09,Y,60652,Hayes Park
Latino Film Festival Selection,"2227, North Kilbourn Avenue, Beat 2522, Hermosa, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",NR,2014,2014-07-30,N,60639,Hermosa Park
The Smurfs 2 ,"Pioner Park Mini Golf, 7135, North Harlem Avenue, Edison Park, Niles, Jefferson Township, Cook County, Illinois, 60714, United States",PG,2014,2014-07-18,Y,60631,Brooks Park
Latino Film Festival Selection,"1817, South Wood Street, Lower West Side, Chicago, West Chicago Township, Cook County, Illinois, 60608, United States",NR,2014,2014-08-13,N,60608,Harrison Park
Cloudy With a Chance of Meatballs 2,"Oscar F. Mayer Elementary School, 2250, North Clifton Avenue, Sheffield Neighbors, Wrightwood Neighbors, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",PG,2014,2014-08-05,Y,60614,Trebes Park
Gravity ,"716, East 37th Street, Oakwood Shores, Oakland, Chicago, South Chicago Township, Cook County, Illinois, 60653, United States",PG-13,2014,2014-06-21,Y,60653,Ellis (Samuel) Park
Jurassic Park,"Kinzie Elementary School, 5625, South Mobile Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",PG-13,2014,2014-07-01,Y,60638,Wentworth Park
@home,"East Pearson Street, Magnificent Mile, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60611, United States",NR,2014,2014-06-05,N,60611,Lake Shore Park
The Great Gatsby (2013),"201, East 111th Street, Arcade Row, Roseland, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",PG-13,2014,2014-08-24,Y,60628,Palmer Park
The Lego Movie,"East Pearson Street, Magnificent Mile, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60611, United States",PG,2014,2014-08-18,Y,60611,Lake Shore Park
Lego Movie,"Independence Park Fieldhouse, 3945, North Springfield Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2014,2014-08-08,N,60618,Independence Park
Frozen,"Independence Park Fieldhouse, 3945, North Springfield Avenue, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",PG,2014,2014-06-13,N,60618,Independence Park
Rebel Without a Cause,"Island Terrace Apartments, 6430, South Stony Island Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",PG-13,2014,2014-07-28,Y,60637,Jackson Park
The Family That Preys,"201, East 111th Street, Arcade Row, Roseland, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",PG-13,2014,2014-07-17,N,60628,Palmer Park
Latino Film Festival Selection,"3456, North Kilbourn Avenue, Kilbourn Park, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",NR,2014,2014-07-23,N,60641,Kilbourn Park
Dirty Dancing,"100, South Sangamon Street, West Loop, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States",PG-13,2014,2014-06-25,Y,60607,"Bartelme, Mary Park"
How to Train Your Dragon,"South Kedzie Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2014,2014-06-17,Y,60629,Marquette Park
Hairspray,"Bell Park Fieldhouse, 3005, North Newcastle Avenue, Beat 2511, Montclare, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",PG,2014,2014-08-21,N,60634,Bell Park
Jaws,"Island Terrace Apartments, 6430, South Stony Island Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",PG,2014,2014-06-30,Y,60637,Jackson Park
The Little Rascals,"AT&T Mitchell Central Office, 3032, East 130th Street, Avalon Trails, Hegewisch, Chicago, Hyde Park Township, Cook County, Illinois, 60633, United States",PG,2014,2014-07-23,Y,60633,Mann Park
As Good As It Gets,"River North, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60661, United States",PG-13,2014,2014-06-17,N,60606,"Ward, A. Montgomery Park"
Willy Wonka and the Chocolate Factory,"Oscar F. Mayer Elementary School, 2250, North Clifton Avenue, Sheffield Neighbors, Wrightwood Neighbors, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",G,2014,2014-08-27,N,60614,Trebes Park
Superman,"8758, South Jeffery Boulevard, Pill Hill, Calumet Heights, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",PG,2014,2014-07-30,N,60617,Owens Park
42,"9359, South Greenwood Avenue, Burnside, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2014,2014-08-27,Y,60619,Burnside Park
Lee Daniels' The Butler,"7632, South Ingleside Avenue, Grand Crossing, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",PG-13,2014,2014-08-05,Y,60619,Grand Crossing Park
Rookie of the Year,"North Larrabee Street, Mid-North District, Lincoln Park, Chicago, North Chicago Township, Cook County, Illinois, 60614, United States",PG,2014,2014-06-14,Y,60614,Oz Park
Ironman 3,"3403-3409, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",PG-13,2014,2014-09-13,N,60641,Chopin Park
Mandela: Long Walk to Freedom,"Brainerd Park Fieldhouse, 1246, West 92nd Street, Washington Heights, Chicago, Lake Township, Cook County, Illinois, 60620, United States",PG-13,2014,2014-07-12,Y,60620,Brainerd Park
Lego Movie,"4105, North Long Avenue, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-08-20,N,60641,Portage Park
Ride Along,"Amundsen Park Fieldhouse, 6200, West Bloomingdale Avenue, Beat 2513, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",PG-13,2014,2014-07-22,Y,60639,Amundsen Park
The Book Thief ,"Luis Muñoz Marín Drive, East Humboldt Park, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60647, United States",PG-13,2014,2014-07-20,Y,60622,Humboldt Park
The Lego Movie,"West Lawn Park Fieldhouse, 4233, West 65th Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",PG,2014,2014-08-05,N,60629,West Lawn Park
Space Jam,"25, West 47th Street, Grand Boulevard, Chicago, Lake Township, Cook County, Illinois, 60609, United States",PG,2014,2014-06-29,Y,60609,Taylor Park
Mr. Peabody & Sherman,"2139, West Pershing Road, McKinley Park, Chicago, South Chicago Township, Cook County, Illinois, 60609, United States",PG,2014,2014-07-06,Y,60609,McKinley Park
Despicable Me 2,"1826, West Rice Street, East Village, West Town, Chicago, West Chicago Township, Cook County, Illinois, 60622, United States",PG,2014,2014-06-12,Y,60622,Commercial Club Playground
Gravity,"Hamilton Park Fieldhouse, 513, West 72nd Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",PG-13,2014,2014-06-19,N,60621,Hamilton Park
The Fantastic Mr. Fox,"1329, East 50th Street, Indian Village, Kenwood, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",PG,2014,2014-07-02,Y,60615,Kenwood Community Park
Gravity,"River North, Near North Side, Chicago, North Chicago Township, Cook County, Illinois, 60661, United States",PG-13,2014,2014-07-29,Y,60606,"Ward, A. Montgomery Park"
Latino Film Festival Selection,"1219-1231, West Greenleaf Avenue, Glenwood Arts District, Jarvis Square, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",NR,2014,2014-08-06,N,60626,Loyola Park
Sixteen Candles,"North Desplaines Street, Fulton River District, Near West Side, Chicago, West Chicago Township, Cook County, Illinois, 60661, United States",PG-13,2014,2014-07-21,N,60611,Park No. 551
Jumanji,"1800, West 96th Street, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",PG,2014,2014-06-30,Y,60643,Ridge Park
Ferris Bueller's Day Off ,"Lincoln Park - Grove 8, North Cannon Drive, Park West, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",PG-13,2014,2014-07-09,Y,60614,Lincoln Park
The Wiz,"Gate House, 7059, South South Shore Drive, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",G,2014,2014-08-27,N,60649,South Shore Cultural Center
Jumanji,"9801, South Avenue G, East Side, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",PG,2014,2014-08-03,Y,60617,Calumet Park
Lego Movie,"West Foster Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",PG,2014,2014-08-07,N,60630,Austin-Foster Playlot Park
